lipid_id,lipids,160_Plasma,163_Plasma,167_Plasma,168_Plasma,158_Plasma,161_Plasma,162_Plasma,164_Plasma,170_Plasma
19336_n,SHexCer 41:0;O3,2510404.25,4139067.25,4946013.5,3017373,3722199,4150134.75,4433830,4285219,3423582
19352_n,SHexCer 42:6;O3,11186140,12270086,12075646,12590263,14276450,12437544,12474811,11869887,12568105
19370_n,SHexCer 42:5;O3,19654032,36393856,35336556,22926342,25540806,24967416,22719160,9658559,10091513
19383_n,PI 39:4|PI 19:0_20:4,3223480.5,4822909,4957341.5,3417309.75,3366163,3723876.25,3877284.75,1890397.375,2547030
19411_n,SMGDG 41:10,1514808.375,1548573.25,1787774.5,1788134.75,2149240,2385488.75,2531511.5,2001651.75,2000021.5
19418_n,SHexCer 44:9;O2,973092.6875,1937525,1537674.5,1639094.875,1061807.75,1230603.125,1392850.125,829411.25,817404.3125
19419_n,SHexCer 44:9;O2,2263112,3012279.5,2510692,3463060.75,2342188.25,2989289.75,2639580.75,2654645,2438411.25
19420_n,SHexCer 44:9;O2,3594838.25,5298828.5,4234817,5148655.5,3808172,4235396.5,3982328.5,3657602.5,3409571.25
19422_n,SHexCer 42:3;O3,2228972.75,2975979.25,3133451.25,1877781.875,2632273,2048145,2929293.75,1076156.375,1513717
19427_n,SHexCer 43:2;O2,1667058.625,2596031.5,2859413.75,1870313.875,2476700.25,2249704.25,2026669.5,926987.625,1101472.125
19449_n,SHexCer 42:2;O3,6392865.5,8925438,9009233,6715094.5,7518491.5,7438138,6381200.5,3039475.5,4417486
19459_n,SHexCer 43:8;O3,1182090.25,944182.375,913077.6875,1536889,760215.8125,928776.5625,709890.6875,1265890.25,836501.125
19460_n,SHexCer 43:8;O3,876655.25,1324042.75,915069.5,1526439.25,1168042.375,928776.5625,1006107.438,1035883.125,1005427.125
19464_n,SHexCer 42:1;O3,15346960,19680960,23558478,15775592,17775500,17172284,15888694,6617589,8950108
19465_n,SHexCer 42:1;O3,15154093,19553752,23413326,15736701,17710178,17241384,15908766,6590144.5,8930864
19474_n,PI 36:3;O3|PI 18:1_18:2;O3,1700562.25,2345474.75,2515928.75,1494286.75,2757711,2659902.25,2803026.5,1500238.125,1633643.125
19491_n,SHexCer 42:0;O3,5167257.5,6059347.5,6788398,4904827,5961296,5708519.5,5670727.5,2862229,3505252.75
19497_n,PI 36:2;O3|PI 18:0_18:2;O3,731895.6875,863985.4375,899108.3125,997930.875,945292.875,781234.25,1086575.5,1038086.5,851776.625
19498_n,PI 36:2;O3|PI 18:0_18:2;O3,22701808,21205358,24723052,17049176,28287896,24227140,26709000,22553034,17586778
19519_n,PI 36:1;O3|PI 18:0_18:1;O3,5543253.5,5470592,6007330.5,4595950,8425933,7087056,7442526.5,5862641.5,5704312
19520_n,PI 36:1;O3|PI 18:0_18:1;O3,3456735.5,3212299.5,3901676,2241697,4295365,3513560.5,4526274.5,2673728.75,2316111
19523_n,HBMP 45:3|HBMP 15:1_15:1_15:1,943702,1352897.375,1255157.75,1214962,1476633.75,2084587.75,2205384.5,1464530.375,1894392.5
19539_n,PI 40:4|PI 18:0_22:4,9591753,9594816,11668195,7528998.5,13556983,10249697,12745243,7567614,8098805.5
19540_n,PI 40:4|PI 20:0_20:4,9625088,9634835,11728864,5299029.5,13520588,10300999,10390770,5299740.5,7799341
19548_n,SMGDG 42:10,194810.4063,463525.0625,634868.875,413524.5313,416280.9063,391693.5,321709.3438,79017.05469,115835.3594
19608_n,SHexCer 44:7;O3,1420917.5,2556837.25,2210219.75,1572453.25,1566628.75,2129965,1514489.375,708337.5625,719044.5625
19610_n,SHexCer 45:6;O2,5468770,8239081,10612519,6595985,5910803,6832610.5,6001978.5,3510851.5,816412.875
19611_n,SHexCer 43:0;O3,861084.8125,1169414.875,1182269.375,986413.25,1091426.625,1031065.75,910698.1875,752960.625,874323.5
19612_n,SHexCer 43:0;O3,791963.8125,1328534.25,1543437.125,995706,1312678.125,1470004,1643294.875,1690226.25,1206418.5
19613_n,DLCL 36:4|DLCL 18:2_18:2,1292329.25,1768361,2010674,1475833.25,1802337.375,1370927.5,1699483.125,834569.3125,1099275.375
19623_n,Cer 57:14;O4|Cer 37:9;O3(FA 20:4),614100.25,840984.3125,1078370,670151.9375,833338.625,1010415.813,854274.5625,674680.3125,702180.9375
19624_n,Cer 57:14;O4|Cer 37:9;O3(FA 20:4),366835.1875,636809,959877.9375,557443.625,821481.875,1167675.875,1207517.625,1209695,862274.9375
19629_n,DLCL 36:3|DLCL 18:1_18:2,1085517.375,1371816.5,1749393,1334975.375,1569654.75,1172584.875,1517992.5,797414.4375,980633.125
19630_n,DLCL 36:3|DLCL 18:1_18:2,1104420.625,1371816.5,1749393,1330978.125,1569654.75,1153015.25,1517992.5,797414.4375,980633.125
19641_n,SMGDG O-43:11|SMGDG O-15:4_28:7,1198206.875,1354332.375,1348531,927189.75,1623803.375,1789617.25,2086247.625,1649042.25,1855138
19643_n,PEtOH 50:0|PEtOH 25:0_25:0,2532450.5,1866118.75,4195946,4250385,2761727.5,3864616.5,2359168,1238327.375,1983770.375
19651_n,SHexCer 46:9;O2,1633601.25,2307611.75,2125143,2382175.25,1588571.5,1938824.75,1739996.875,2185500.5,1740276
19692_n,Cer 58:14;O4|Cer 38:9;O3(FA 20:4),1016927.125,1097880,1297448.75,867363.25,920725.375,857103.125,903416.125,587224.0625,599331.6875
19811_n,SMGDG 45:12,5355870.5,5228932,4662061.5,5061854,5259492.5,5470271.5,5757102,6524261,5379760
19836_n,SHexCer 47:1;O2,954789.4375,1141069.75,1271760.875,934433,834376.125,911584.875,1025585.063,1191989.25,824527
19918_n,DLCL 41:11,59532.19141,147448.25,170503.4531,171278.1719,194812.9219,248073.5156,218123.0938,175040.3281,127494.4219
19935_n,SHexCer 49:3;O2,1117413.125,1424388.25,1741392.125,971268.625,1060366,1286745,1353553.625,1331082.25,932803.625
19945_n,SHexCer 49:2;O2,1191263.25,1610917.625,1786633.25,1071570.875,975413.5625,1302385.5,1335838.625,1541196.875,1026828.5
19953_n,SHexCer 49:1;O2,2101581.25,2589595.5,2960718.25,2059719.625,1866771,2128458.25,2326852.75,2504188.5,1821525.625
20021_n,SHexCer 51:3;O2,2040345.25,2781332,3141415.5,1935220.5,2086936.375,2397796.5,2312675.5,2517397.5,1709492.25
20094_n,SHexCer 53:3;O2,626072.8125,1047294.125,1248324.5,677372.3125,754722.4375,813255.5,913172.375,867822.8125,503801.9063
20340_n,GM3 34:1;O2,490354.4688,745464.125,626680.1875,487152.875,499321.4688,697759.6875,599098,621733.375,674142.0625
20341_n,GM3 34:1;O2,631189.8125,699213,673978.9375,558956.5625,499321.4688,734717.0625,629221.1875,648631.1875,564592.8125
21227_n,CL 72:8|CL 18:2_18:2_18:2_18:2,18444.72266,101919.625,47264.57422,56025.24219,71304.67188,65986.79688,73402.10156,111337.3281,42448.76953
21872_n,CL 80:6|CL 36:1_44:5,29049432,36884080,39018036,26654216,44602244,47108300,43438952,18887938,35540468
21942_n,CL 82:7|CL 41:1_41:6,9526158,12543616,12587602,9750973,16457505,15747133,14753069,7071197.5,11598905
987_p,CAR 4:0,205450416,77937048,189777168,106807344,162721040,127470136,190334736,153386528,85138424
989_p,CAR 4:0,140503616,52834800,131627760,72207336,112560128,85510920,130579608,106164512,58221392
990_p,CAR 4:0,133940128,50171956,126156328,68005208,107776256,82452600,125698536,103287496,56338460
3259_p,NAE 18:0,25284554,23290892,24459532,24605692,21862536,24157732,22760000,22729246,21290694
3459_p,13-Docosenamide,157164608,113182112,108841736,173973008,96137480,125223128,104797808,129861568,115373688
3463_p,13-Docosenamide,192340928,139181440,132725128,202988320,120706080,164480944,132238440,161924320,144574560
3471_p,13-Docosenamide,162083072,116850784,111590856,177736336,98587976,138076304,97927320,133658464,118945456
3766_p,Adenosine 5'-monophosphate,10819999,13826243,3943871.75,13185537,5910015.5,12901215,4486067,8695381,4369819
3767_p,Adenosine 5'-monophosphate,122979616,26584688,37804860,31734300,18662614,48031880,35610572,23781742,19828260
3794_p,Inosine 5'-monophosphate,151526.0625,2432645,1133442.625,3286806,1281232.125,2103300.25,1976167,902211.375,2481617.5
4143_p,ST 27:2;O,0,0,2810846.25,0,0,0,0,18537.98633,0
4198_p,ST 27:1;O,6809981,13680774,12435894,9891007,9721314,8948376,5818351,8068211,8243287.5
4200_p,ST 27:1;O,10782512,292953152,43603732,23117984,18829982,11381053,12633843,5373957.5,9052143
4204_p,ST 27:1;O,21341266,475729472,54944852,46499664,33856680,26006296,23036220,12839993,17157574
4206_p,ST 27:1;O,4684410,84425896,14022256,7988291,7430633.5,4094711.25,4740611,1807334.875,2660130.25
4209_p,ST 27:1;O,5232110.5,140736336,14531516,10834299,9275219,6309760.5,6530213.5,3593559.5,4403059
4210_p,ST 27:1;O,2671148288,5579500544,5573899264,4038545408,2492875776,3688061440,3621764864,3848806144,3072585728
4211_p,ST 27:1;O,8371617,31851814,19823756,18077288,14980431,8129119,11464190,7659526,5173810
4215_p,ST 27:1;O,2756815360,5517871104,5148630528,4055817984,2494799360,3688760832,3472181248,3879053056,3306012416
4231_p,NAE 21:0,1377675.125,1445330.625,8373776,1253603.625,1411613.625,1455297.25,1308133,1094924.75,1658396.625
4274_p,MG 18:2,18811430,15191712,13913383,13066986,17093302,18450018,13088698,11722808,17545772
4275_p,MG 18:2,17994454,11530086,10027078,9709469,14200933,15112917,9535030,8708805,12462953
4309_p,MG 18:1,13458502,9445255,7594875.5,7834078,12666686,10904456,7997692.5,8715426,9688016
4461_p,ST 28:3;O,99691.32031,79160.09375,25072090,116220.3906,127056.5,117960.4844,109488.2031,148921.5,193141.6094
4495_p,ST 28:2;O,81153.76563,96134.46094,24894408,94540.23438,202097.0469,88826.25,171689.0938,184712.4375,170452.0938
4496_p,ST 28:2;O,91318.26563,99787.04688,23628832,94540.23438,174584.4063,90795.48438,128118.6172,161265.2813,146446.1406
4536_p,ST 28:1;O,211081.3906,108866.5313,10973609,88154.48438,97915.14063,152931.5156,73566.25,133930.7656,193047.4063
4717_p,Dioctyl phthalate (also known as the production of plastic),177393200,122444880,108415240,128845232,117421344,141426752,116310304,143501408,122057088
4721_p,Dioctyl phthalate (also known as the production of plastic),146080448,100521312,91559584,104642240,96530504,116274856,94691848,117842064,99974624
4722_p,Dioctyl phthalate (also known as the production of plastic),179983200,125166256,114115872,130921984,119436072,143535664,118407400,146080320,124108480
4723_p,Dioctyl phthalate (also known as the production of plastic),97366944,69094912,69453120,70223608,66750316,83009472,62335088,81746952,83016528
4725_p,Dioctyl phthalate (also known as the production of plastic),153973712,107373704,97743624,112181720,103003408,124065720,101682208,125764224,105136488
4729_p,Dioctyl phthalate (also known as the production of plastic),42863396,23377854,24878998,27051442,21514712,33780712,29123212,33648480,26619752
4810_p,ST 29:2;O,419781.5313,398778.1563,3087532,455765.2188,331979.0938,425369.0313,394022.125,484972.5,686498
4811_p,ST 29:2;O,996690.8125,3303168.5,3651960.25,464807.6875,610707.9375,551887.25,792705.1875,3526104.25,689957.375
4840_p,ST 29:1;O,65449.26172,0,4108179.75,0,46015.57813,60090.04297,44316.51172,89918.29688,0
4886_p,CAR 16:0,92010360,100821608,98790992,79826104,44611232,94912264,84303904,57705928,50745952
4887_p,CAR 16:0,90582072,99527808,97797568,79213448,44222388,94183536,80579584,57257832,50509512
4888_p,CAR 16:0,95238792,111396152,104929848,84640008,50077788,100380000,94807904,64408036,53483304
4889_p,CAR 16:0,89333104,123731480,103526136,82676944,52707596,114297960,80949520,69887528,52102472
4890_p,CAR 16:0,50315224,57306632,52563152,45136428,24418056,51824488,42571552,33193504,28928640
4891_p,CAR 16:0,95080920,106932992,102743384,83315352,47230992,100405000,85678504,60903088,52863972
5054_p,ST 27:1;O,243684.6094,29506.30078,2804457.75,40779.58203,106494.2734,43977.42578,42254.85547,11488.30371,24621.32813
5085_p,ST 27:0;O,21453.06445,0,1141607.125,3370.211914,13840.73438,0,0,0,25958.86523
5112_p,Dioctyl phthalate (also known as the production of plastic),9828343,11591912,9514901,12101002,11473411,10566857,11437972,10397628,11183675
5114_p,Dioctyl phthalate (also known as the production of plastic),10789507,12131112,9715609,12381600,11878088,11065003,11667633,11176031,11483032
5295_p,CAR 18:2,10163282,14074036,10385394,10121999,3707090.5,11765600,9394598,7008832.5,5200501
5296_p,CAR 18:2,20198296,23800134,17122296,17016124,6181616.5,20466248,17201988,11900572,9178746
5297_p,Cer 26:2;O2|Cer 13:2;O2/13:0,15937.63574,61617.77344,16537596,32978.61719,142861.5469,147780.2344,148903.3906,96596.875,59094.65625
5325_p,CAR 18:1,141000352,167779776,136148608,120792144,55283236,160612592,121142216,94228592,73502728
5326_p,CAR 18:1,141587456,168424656,137115600,121235952,55526368,161285296,121624256,94679200,73845848
5327_p,CAR 18:1,140360512,166765136,134886592,119740584,54797452,158928720,120730840,93521824,72900704
5361_p,CAR 18:0,87306056,96399464,97429720,76975488,43980368,74403904,65553188,57384284,47392412
5406_p,NAE 26:5,60154868,59390208,31606012,35055172,28098182,52113656,28928958,37058000,28029322
5409_p,NAE 26:5,1657407.25,61668.38281,88268136,206896.3438,93387.32813,53595776,2484463.5,40579.68359,114443.6797
5517_p,NAE 26:2,13820.71582,0,788349,0,54230.48828,62849.89844,29583.53125,18732.80273,13087.66992
5540_p,ST 29:1;O,0,26986.77344,502826.3125,18311.28906,31685.66211,1833.092773,0,8463.361328,45091.32813
5568_p,LPE O-16:1,5879197.5,2552577,4008472.5,2277850.75,2864317.75,3370821,4095750,2394706.25,1825705.375
5574_p,NAE 26:1,0,34888.69141,7015828,15817.53125,47619.71875,40096.77344,17396.27734,0,0
5637_p,CAR 19:0,955583.0625,1415222.125,7074799,1336716.125,748628.4375,1042634.313,1058325.5,708354,951290.625
5715_p,Diisodecyl phthalate (also known as the production of plastic),29156686,16124261,30589724,15843433,16137519,17304278,15973440,27269014,36217024
5717_p,Diisodecyl phthalate (also known as the production of plastic),19710844,13593458,30364930,15793001,15998048,16589959,15472208,17498292,36625780
5783_p,CAR 20:2,5216550,4997904,6914921.5,3114181.5,1656994.75,5870004.5,3898592.75,3006799.5,2215148.25
5813_p,LPE 16:0,77912352,88997256,109879760,90378304,73457536,80580000,81597480,50196588,74533168
5814_p,LPE 16:0,75344656,86431320,107310880,86916936,78569336,74406432,72257008,53189940,72563808
5815_p,LPE 16:0,81532128,92105000,113349752,93153992,83137792,86864344,96214168,56741688,73050656
5816_p,LPE 16:0,82041200,92718040,111439224,93687704,83532472,87559312,96706232,57282720,74089776
5817_p,LPE 16:0,73350200,83565296,103064280,87294520,77240472,80456488,89284536,52772220,69129200
5819_p,MG 24:3,1339428.5,3003395.25,7054003,1812438.5,460616.9375,3414165.25,2203945,932375.6875,1089857.75
5820_p,CAR 20:1,12410687,16976646,22677192,10156376,4616760.5,17405904,11122761,8486327,5571154
5869_p,MG 24:2,7114405.5,8822386,19501796,7597043.5,3419068.25,7774955,6729283,3694394.5,3912566.5
5870_p,CAR 20:0,9493924,10692755,21291244,9279513,4464737.5,9638824,7985066,4988733,4819465.5
6035_p,LPE O-18:1,7142494,5813747.5,8176415.5,5550336,5333846,5697024.5,6690891,5054048.5,4175105.25
6038_p,Cer 29:2;O2|Cer 13:2;O2/16:0,6380.831055,8315.392578,21250744,14995.53906,52921.59375,16046.70801,242868.8438,7628.599121,21812.61523
6066_p,LPC 14:0/0:0,65770628,56707396,70041392,59522064,52724412,54077700,47050212,36714512,28548320
6067_p,LPC 14:0/0:0,71738504,66457396,83599072,69883664,70563120,62840076,58004876,43803384,42298476
6068_p,LPC 14:0/0:0,68247144,73011440,100211408,82007024,70011280,64487288,53708468,39835424,52067368
6080_p,NAE 28:0,66728.98438,107384.4922,18866102,64602.76563,112030.0625,65567,29973.04688,26249.57227,88472.13281
6102_p,CAR 21:0,467231.7188,624672,10956832,579386.875,351579.9063,560193.8125,508132.2188,206348.0781,410028.9063
6142_p,DG 24:3,2996455,3421757,2734048.75,2844002,1699395,2607659.5,2421346.5,1781718.75,1735153.375
6209_p,LPE 18:2,425520480,269697856,395882176,347824832,508683168,302556352,330415584,175309312,207909696
6211_p,LPE 18:2,416231008,263602432,387341056,336944896,495193696,291976672,322160832,171656512,202181264
6212_p,LPE 18:2,433195616,273111584,397811584,348860576,514119904,305245440,336195744,177381712,205618096
6266_p,LPC 15:1/0:0,90871264,80241696,111789408,99649856,129468688,107241424,107229704,58922072,69997280
6267_p,LPC 15:1/0:0,101572848,78985144,114578304,100462032,137896288,108495592,105529832,61498216,72476224
6268_p,LPE 18:1,100313664,78958872,115267720,93757248,137079760,105609264,108720968,61561832,72464032
6269_p,Cer 29:6;O2|Cer 13:2;O2/16:4,32173714,31666912,39459620,27425428,24210318,25839432,25540948,21405164,17450164
6274_p,CAR 22:2,163781.2188,260001.3281,4734108,167279.4063,51163.74609,378332.3438,225828.5,106534.3828,118368.6484
6305_p,LPC 15:0/0:0,62022956,60299304,69539144,58479176,40787340,59640724,55047576,34619944,42270548
6306_p,LPE 18:0,121070424,134663184,240083088,170713056,130215032,125349416,142336832,112901384,162687920
6307_p,LPC 15:0/0:0,77122680,84484928,106901616,88847416,60012116,80294384,77514416,46564480,56465300
6308_p,LPE 18:0,121121096,177803856,244314816,191790176,167550560,161219552,186641152,86916560,167240128
6309_p,LPC 15:0/0:0,78502592,87577264,113544528,94149024,60093024,83781296,78661176,48691548,60100408
6310_p,LPC 15:0/0:0,42896392,46691716,57523460,49176872,31241848,43127384,39389432,25885258,31592408
6317_p,MG 26:3,822902.4375,1174182.375,12987012,535759.75,1099393.375,2238708.75,918217.0625,270155.5313,350002.4688
6345_p,MG 26:2,5056046.5,5468439.5,19031176,7068121,2780532.75,5358589.5,5078021,2558511.25,3117618.75
6346_p,CAR 22:0,7013824.5,6406552,18413022,7428360,3310395.25,5935834,6266290.5,3313209.5,3284938.25
6347_p,CAR 22:0,0,0,7077427,19445.38477,61888.28516,13505.43652,29386.33984,0,13730.38281
6348_p,MG 26:2,32744.86719,340167.25,13320433,214349.9375,160484.2813,120437.875,416829.25,17459.19531,71211.44531
6384_p,DG 25:3,42991116,40263752,55911964,34359316,41975592,48376976,45694668,36706028,33238320
6385_p,DG 25:3,41854520,39210132,57240144,35061800,43351632,49915244,45190224,38103232,33880528
6386_p,DG 25:3,40462916,36418184,54035800,32472322,39229236,45966804,39244164,33663824,32387272
6387_p,DG 25:3,42878564,41397156,56810736,34586120,43706636,49939932,46542340,38314404,34757816
6423_p,LPC 14:0,17073834,20362194,18118106,19347938,18262076,17464214,14059260,10921110,11046415
6444_p,DG 25:1,1392956.75,4512482.5,3364303,4238911,5971270.5,3986672.25,5448040,2110405.75,2393938
6487_p,LPC 16:1/0:0,528189824,528961504,661409280,533785440,562317056,452062592,460887392,207087120,289971744
6488_p,LPC 16:1/0:0,526364416,527621760,556346688,539686528,560226816,441621664,458779840,268910464,220188368
6489_p,LPC 16:1/0:0,542186624,544148224,685537408,553179008,576392064,463995904,471182560,277099584,267242880
6490_p,LPC 16:1/0:0,526496032,531008768,670365568,539645632,556039808,451053888,446332736,269751648,273929472
6491_p,LPC 16:1/0:0,546086528,547807872,691913792,558302784,582442368,467511872,475851840,279838240,299906304
6495_p,Cer 31:2;O2|Cer 12:2;O2/19:0,0,0,5722638.5,0,0,0,21196.08789,0,0
6530_p,PC 15:0,128218080,139108688,201509680,152526944,111936760,132038208,118375448,94584616,90335608
6531_p,PC 15:0,123543776,140464272,202059616,155424736,113398016,133843472,114496272,90473088,109518752
6532_p,LPC 16:0/0:0,122746176,51224420,194410064,146250128,108509616,126209192,109492192,89861208,104026696
6533_p,PC 15:0,43124588,53861800,79095464,56753984,45284820,51021372,48483960,36056208,43899960
6534_p,PC 15:0,55242084,55650896,88744392,69571048,45622212,55918668,49071192,42885680,49338580
6535_p,LPC 16:0/0:0,23508916,32433284,17063782,32822164,8921325,28517630,8785225,4213032.5,28054636
6536_p,LPC 16:0/0:0,153157536,146790912,192735664,141557984,118947056,142589920,132029864,84910752,79193216
6537_p,LPC 16:0/0:0,2212183808,2123827200,2970875136,2119635328,1829439872,2169402624,2038490112,1375625216,1041043584
6538_p,LPC 16:0/0:0,2941568256,2783065088,3826788352,2683235328,2392392448,2833861376,2632553216,1821846656,1302796032
6539_p,LPC 16:0/0:0,98611136,97894240,127592416,94262688,81023560,93707272,88193768,58793440,55688996
6540_p,LPC 16:0/0:0,371196224,317211840,518482624,363846080,255462144,360403360,277865600,180656864,216428720
6541_p,LPC 16:0/0:0,41211064,37039280,53806128,40764012,30388144,37961724,37826972,20445258,24407158
6542_p,LPC 16:0/0:0,38156607488,37264814080,49427800064,37969485824,32244357120,36759633920,36730245120,26114668544,24944527360
6543_p,LPC 16:0/0:0,164566448,165900304,253629296,172265744,133703040,162740416,197699872,99558896,110700920
6544_p,LPC 16:0/0:0,4775643.5,5498276,7310117,5680839.5,2558844.25,4411826,4967191.5,2491376.25,2749757
6609_p,CAR 23:0,95216.55469,179947.5469,11770612,138849.9844,139502,159267.5469,169723.2188,30873.40625,28438.12305
6644_p,DG 26:4,177965936,178630992,237118848,181705008,145765104,177179168,168035488,123516816,114525928
6646_p,DG 26:4,168381664,188625152,252707696,196975936,146945168,191409472,166317072,135195152,128145432
6685_p,LPE 20:4,234191552,200195648,373484352,285583200,218932000,180061280,206508160,103436680,193665296
6686_p,LPC 15:1,274298592,220383776,222725392,180428368,238943472,194297984,225419264,118134840,159115552
6688_p,LPC 15:1,298359648,257307840,351190336,269663104,282249792,225909248,266461744,133847328,160476896
6689_p,LPC 15:1,271773536,221694816,297643904,229247648,240347568,194562160,224509680,118185344,141364992
6690_p,LPC 15:1,287185888,269293728,372648096,281460064,296704192,237355568,263289152,135701872,178177584
6691_p,LPC 15:1,252684512,196200544,257364720,208761680,210578496,175205584,199625600,105367472,140086480
6692_p,LPC 15:1,326893120,272047104,376594016,284967360,270314080,238213472,242932064,141596384,189222352
6693_p,LPE 20:4,228187120,197493840,371108704,281573216,307890208,181733152,199328976,145882672,199999168
6736_p,LPC 15:0,41362472,42750492,40435488,21466754,32961686,63863604,66481260,48634080,21436476
6737_p,LPC 15:0,29485886,31511430,32019960,15292588,24450946,44946452,43558376,32429662,15826011
6738_p,LPC 15:0,27673788,27356490,27511576,14134685,22712356,37522664,34376236,27765738,13878424
6816_p,LPC 17:1/0:0,71268760,75373552,95474112,77761480,72083952,61598068,68147336,34555352,44709688
6817_p,LPC 17:1/0:0,73352176,68659856,99123304,74554136,72189904,62174876,57427312,32688574,45486800
6818_p,LPC 17:1/0:0,73894440,70236920,77406192,62057992,72039576,59229748,69071256,38427584,46112700
6821_p,LPC O-18:1,101786080,103520504,99184664,100059456,76228640,95658640,81878424,85416608,60832832
6824_p,MG 28:4,136904.8125,199783,4813769,242116.1406,127166.1641,218389.1406,314265.7188,205390.6875,112726.6563
6863_p,LPC 17:0/0:0,504256576,582788800,680886464,514997472,419658624,513707264,487241088,319835456,272729216
6864_p,LPC 17:0/0:0,389982240,489418240,776763200,546764096,424049728,514136224,489434368,257383536,334125248
6865_p,LPC 17:0/0:0,22902612,21837868,20583564,21868834,18990076,21668176,16448254,17552730,17727718
6922_p,CAR 24:0,0,0,6213469.5,0,37451.23828,0,23855.23828,0,0
6923_p,CAR 24:0,7861001,8550856,13216163,9163437,5027371,7479323.5,7736861,5087847.5,5499689.5
6985_p,LPC 16:1,61952516,79043784,88179880,75973256,79405200,57531700,55993224,34380856,37039216
6986_p,LPC 16:1,60657444,61961244,72474368,62472044,75241568,52021400,59755648,33542452,38883404
6987_p,LPC 16:1,53704760,68131136,71449472,64238916,63891816,54980312,50376384,27718234,30532664
6988_p,LPC 16:1,20937232,23466200,30092906,27584982,24994102,24118096,21404502,12282459,12803781
6989_p,TG 26:0|TG 8:0_8:0_10:0,11003684,7581401.5,8253588,8458861,7579168.5,8433748,8146723,7732466.5,10303281
7030_p,LPC 16:0,14549823,46145848,43529216,37116240,33570908,33512748,40035592,14081736,18095200
7031_p,LPC 16:0,1676421376,2528327424,3134546176,2501423104,2162755072,2422993664,2328483584,1439481984,1563492608
7033_p,LPC 16:0,1687683328,2550075904,3116430592,2420607232,2218946560,2421409280,2454700032,1459651456,1565410048
7034_p,LPC 16:0,1699682432,1947051520,984334848,2544957696,1724059264,1836664960,2539671296,1483030400,1605840896
7035_p,LPC 16:0,29779604,87976376,84025712,71830544,74543680,73192576,82655520,40360900,35358800
7036_p,LPC 18:3/0:0,811810688,1135241088,1512906880,1092322560,1079859968,1089717248,1407618176,784631296,881487040
7037_p,LPC 18:3/0:0,821212480,1056535296,1998888320,1073909632,1150489728,1123441664,1269844864,698986944,1022025600
7038_p,LPC 18:3/0:0,575671680,984692224,1349449984,1046710336,809710528,809999872,865241728,454685984,589092544
7063_p,LPC 18:2/0:0,26057334784,26321012736,31667456000,27867609088,32723470336,28171155456,30022209536,20805208064,19720755200
7064_p,LPC 18:2/0:0,668634624,572915968,936917120,707308736,1003557440,804400896,843544384,517888576,476445888
7065_p,LPC 18:2/0:0,63066032,66506476,85017384,66518332,83283448,91638704,89986544,43439040,46245064
7066_p,LPC 18:2/0:0,25573791744,25884364800,31449694208,28167884800,25300822016,23210014720,29842028544,20556654592,18801385472
7067_p,LPC 18:2/0:0,25050314752,25344569344,30927933440,23612831744,33295403008,20980035584,28837376000,14987455488,19236640768
7068_p,LPC 18:2/0:0,1471376.875,1440275.75,2455727,2417567,1799202.5,2321169.75,1777287.375,1121655,1302238
7071_p,LPC 18:2/0:0,262944000,278133472,359826848,292328032,380322400,324017024,311687424,195839808,184906672
7072_p,LPC 18:2/0:0,82155840,58046608,16225631,12557439,15759512,13626418,13920999,8205733,46275804
7073_p,LPC 18:2/0:0,69686544,71968816,85303048,68590456,89893640,73484352,71898496,47359496,41300976
7074_p,LPC 18:2/0:0,124338688,107132624,152321456,128995784,140341248,131133688,133597288,72719584,75451800
7075_p,LPC 18:2/0:0,44573212,47059412,60094056,46626936,61097072,51276316,52687192,31979576,147641280
7076_p,LPC 18:2/0:0,1426066432,1313555328,1711295744,1352917504,1735197184,1685136896,1657553536,1085488000,960368512
7077_p,LPC 18:2/0:0,13872540,21779158,24365574,19849216,20354466,18462722,22384430,11014306,11865313
7078_p,LPC 18:2/0:0,534174656,490422976,742838272,543656256,626003968,621397952,531942304,320750016,382395936
7094_p,SM 20:2;O2,101185648,108898696,186759680,124829608,147816240,152404048,164267536,75100256,91869184
7110_p,LPC 18:1/0:0,11163323392,12418985984,14681510912,11034382336,12857263104,12264650752,11992061952,7517813760,7631275520
7111_p,LPC 18:1/0:0,11228874752,12321820672,14655436800,11412686848,9926740992,12172884992,11868184576,5679304192,7798421504
7112_p,LPC 18:1/0:0,10114633728,12089331712,13407308800,11161613312,8583062528,11929501696,11589420032,7347271680,7645345280
7114_p,LPC 18:1/0:0,1745617280,1770249600,1960129280,1565526912,1987873536,2129846912,1599168768,1098484736,999163264
7146_p,SM 20:1;O2,133445832,127639248,155425728,121534384,151209952,142789936,129028408,89824216,89441176
7149_p,SM 20:1;O2,275444896,362551072,393127936,272170912,376650240,347445216,325475776,203832288,199848480
7150_p,SM 20:1;O2,138217648,149102864,200047696,149845232,157882224,169883904,151113184,89476512,90574408
7174_p,LPC 18:0/0:0,24889763840,33637666816,47672238080,37149466624,29117841408,28337756160,28075941888,16529400832,21605830656
7175_p,LPC 18:0/0:0,31103985664,26922659840,47600488448,35464515584,23690326016,30514239488,21655265280,20759975936,23151308800
7176_p,LPC 18:0/0:0,2641582.25,5224428.5,6919472.5,6077151.5,2827595,4606485.5,2182672.25,2068832.375,3341081.5
7178_p,LPC 18:0/0:0,2046729856,1905880704,3650414848,2817497600,1549220352,2477997056,1397668864,1475613952,1725105664
