lipid_id,lipids,160_Plasma,163_Plasma,167_Plasma,168_Plasma,158_Plasma,161_Plasma,162_Plasma,164_Plasma,170_Plasma
2841_n,FA 16:0,6908122.5,8025548.5,8909484,8121045,9006721,8007834.5,8817039,8225592,7707653
2843_n,FA 16:0,40417716,33593208,28334046,30044948,29652568,29483814,30719576,24733562,24802472
4172_n,FA 18:2,10116063,13085279,14706152,13408709,14324500,12722436,14738941,12353754,11881613
4173_n,FA 18:2,7939542,4900625,4280852,5982188.5,7056360.5,6151504,3418031.75,5110744,3702930
4175_n,FA 18:2,73234640,49977112,32319136,41849276,37923512,42384316,41450944,34544396,28832878
4294_n,FA 18:1,9217406,10011056,10425447,10906247,11086923,10739263,10507578,11057714,9361581
4295_n,FA 18:1,83551736,63883328,36568552,50438392,51476680,51420776,51633672,40190512,39577608
4394_n,FA 18:0,28186468,24794340,23376662,22763064,25355394,21253262,24173316,18327504,18554066
4396_n,FA 18:0,5751049,7405526,7938601,7201459,7825901,7342196.5,7846622,6918833,6966333
5102_n,FA 18:1;O,4148889.5,4248743.5,4664854,4524506,4949823.5,4680511,4740038.5,4692584.5,4352733
5107_n,FA 18:1(2OH),28404722,28905356,20069572,22799896,20823716,24984376,23385384,20663682,20083782
5204_n,FA 18:0;O,20673420,19467938,17995118,18865516,18566242,18429766,18731080,17414288,17448558
5417_n,FA 20:4,25368246,31799606,33783512,33841052,35429552,30985064,34437936,30711426,31472296
5418_n,FA 20:4,98636464,68792296,64906832,63150788,53883796,51741872,54382380,46004484,44257928
5754_n,FA 20:1,1257000.25,1231064.875,645988.5625,1192247.375,1182723.625,867929.125,906785.375,538257.5625,406556.1563
6242_n,FA 20:4;O,171742144,22220078,28105272,19552826,4719209.5,30235100,31101258,4075584,4316362
6244_n,FA 20:4;O,167633344,24334002,29678528,19192218,4455783.5,30028380,33518228,3939994.75,4176203
6245_n,FA 20:4;O,179125024,26824902,31529734,21004538,5196558,31791754,35301088,4426654,4855448
6246_n,FA 20:4;O,163952320,23629002,28782196,18535298,4191757.5,28931216,32540554,3804090.75,4003069.75
6247_n,FA 20:4;O,163532272,23717478,28849332,18551816,4304425.5,28746266,32639712,3823271.5,4060534.75
6248_n,FA 20:4;O,160347168,23173632,28380198,18241304,4147995,28066612,32047162,3750898.5,4008069.75
6624_n,FA 22:6,14301608,16731791,18166384,17789300,19495964,17604548,18550192,17470174,15821687
6625_n,FA 22:6,95147720,91224056,71663032,66672524,48501268,57587644,57715796,42233912,38558268
6735_n,FA 22:5,13095983,9827227,8298559.5,7071399,6405239.5,6949546,7323905.5,4315989.5,4654956.5
6827_n,FA 22:4,3076969.25,2528432,1622982,1791733.125,1912213.125,1448208.125,1936563.375,926946.5625,1312437
6828_n,FA 22:4,2821133,2579161.75,1632834.875,1849638.75,1901580.5,1583036.125,1808743.875,971476.25,1318116.5
8830_n,FA 26:6,54887.54688,27876.38477,15047.96875,11346.43262,101190.5313,16973.02148,60820.28906,16356.21484,0
9452_n,FA 28:7,2337538.25,2535992.5,3109484.5,2590262,1991764,2564877.75,2469883.5,1646523.875,1847284.625
9454_n,FA 28:7,864013.25,627490.9375,947095.75,595805.5625,1815987.5,959203.5,1535144.5,713453.5625,1235587.875
9517_n,FA 28:6,646765.3125,616151.75,912573.625,574156.9375,1581669.875,711596.8125,1298906.25,582003.375,979651.0625
9875_n,FA 27:1;O,222512.3906,104453.6328,7655087,261866.4844,793406.1875,392680.9063,567900.0625,160078.5156,452841.1563
10223_n,FA 28:1;O,0,0,2308958,0,0,0,3240.887451,9255.626953,0
10657_n,LPE 16:0,87708568,91955944,107245656,87603368,84079408,82306888,94893992,44611648,77076032
10658_n,LPE 16:0,71811488,77324176,92353752,78100000,72183928,71591424,81619600,40758664,64594320
10659_n,LPE 16:0,87646824,92362672,109623128,92614688,85088944,86302712,96434976,48397188,76993904
10660_n,LPE 16:0,84311272,90032712,106615376,90862664,83007984,83967952,92706232,47586380,75238904
10661_n,LPE 16:0,83895784,88659040,105167224,89408304,81809512,82746912,92861784,46925312,74188432
10887_n,FA 32:9,3070.64502,9167.902344,17731.94141,0,42839.89844,9328.349609,14560.44141,0,4622.945801
10905_n,LPE O-18:2,2953191.25,688323.4375,1260504,458109.0625,525884.625,887885.5625,1589151.125,520192.5,268715.6563
10977_n,LPE O-18:1,7433070,5431361,7632005,5116987,5808894.5,5533104.5,6682639,4078784,3913641.5
11009_n,ST 27:1;O;S,380350144,412322368,572253056,389647104,369450784,240424848,297310944,174260016,213154096
11029_n,LPE O-18:0,5358958,6398093.5,8616657,6904817,6238027.5,6365251,8349225,5364170,5201436
11030_n,LPE O-18:0,5901206.5,6252079,8616657,6990713.5,6011253.5,6444094,8229344,5585726,5168230.5
11053_n,FA 32:6,5406521.5,4907839,4556509,4501918,8656457,5229883.5,6390312,3834253.5,5138983
11331_n,LPE 18:2,390058496,263450400,357255232,325791360,495801056,261473632,328562848,143756224,196860160
11332_n,LPE 18:2,370627008,251009184,339549632,311047744,472952352,248783760,313499744,135600368,187895280
11333_n,LPE 18:2,307316384,264192816,358358208,326568960,497546784,262075344,329649888,144055904,197235632
11334_n,LPE 18:2,385035680,255014464,345450464,316022624,480791456,253298256,318632960,139696640,191084912
11335_n,LPE 18:2,397362272,262353872,355619104,324567808,493786208,260303248,327308576,141579296,190625520
11336_n,LPE 18:2,395908640,196143536,354584896,323622400,492353024,259496512,245391936,141160208,195602608
11389_n,FA 32:1,706927.25,1195142.75,909911.75,1218617.25,403853.1563,677882.25,747626.9375,440922.6875,81956.54688
11424_n,LPE 18:1,79345512,79424824,100723344,92298280,132055920,93205328,115492848,47604096,64281096
11425_n,LPE 18:1,78245168,78568744,99182816,93082248,129793984,90327056,114059616,50678316,63922028
11426_n,LPE 18:1,80623400,64922128,81674256,75010312,107978088,73658704,94049768,35626312,51313216
11427_n,LPE 18:1,99928048,62223616,97694024,91600376,127993816,89311760,112296544,50008288,63979044
11428_n,LPE 18:1,102953128,79566600,100899224,94477656,132283648,93332552,115622168,51235496,65866124
11464_n,ST 28:1;O;S,2346655,1974184.75,3342334.25,2086832.125,1317249,502399.2813,599606.375,228137.7031,541402
11508_n,LPE 18:0,156499680,156540496,215778384,163129632,155496992,135781984,169016544,86279752,132156176
11672_n,LPE 18:1(d7),44764140,40597076,51720160,34973856,42699728,45577936,43470088,30960492,33842704
11673_n,LPE 18:1(d7),45262556,41216728,52033040,35105612,42921092,45924056,43942272,31443906,33987452
11674_n,LPE 18:1(d7),31383762,39427620,49862312,33178072,40711256,42855312,41921396,30010844,31625936
11675_n,LPE 18:1(d7),38156280,34953724,43754912,29893874,36456432,36897792,37503832,26959470,28764700
11706_n,LPE O-20:4,12731326,19472084,19012342,10097326,14024554,19347074,28398332,11436014,8700251
11707_n,LPE O-20:4,11679798,17369280,16362705,9393387,12407254,16841668,24971624,10344564,7806522
12050_n,LPE O-20:0,3318535.5,4071822.75,6113792.5,4548066.5,4069569,4309493,5632294,3708961.5,3583312.75
12080_n,FA 34:6,550863.6875,614855.5,774142.8125,549304.6875,2199703,884225.375,1091961.125,407365.1563,803521.5625
12171_n,BA 24:1;O3;T,44433.73438,0,119571.6953,0,0,0,108960.9844,27949.87891,225391.9844
12221_n,LPE 20:4,315206304,267069120,300821536,271817216,294786912,213567664,274284928,120081896,189418704
12222_n,LPE 20:4,300323200,260374768,340457664,264876544,287160416,208339696,267083488,117440072,184743488
12223_n,LPE 20:4,305660128,259331584,339111168,264756896,286392032,206947408,266290832,115801600,183969680
12224_n,LPE 20:4,218244576,257630912,337243808,262710592,284248576,206084448,264312928,101287288,178338880
12253_n,LPG O-19:5,82482152,67542144,90183616,67134288,74944280,51279092,71685152,30029078,45366528
12395_n,FA 34:1,2456417.75,3206911.25,2505037.25,3290675,856008.375,1446962,1507352.5,1346271.5,386566.0313
12397_n,FA 34:1,3603621.75,4271093,3281629.25,4540009.5,1022338.5,1474870.375,2003985.375,1983750.75,537175.6875
12423_n,LPE 20:1,5030674.5,4578556,5326698,4706596,5646217,4714781.5,5189509,1975144,2794534.5
12424_n,LPE 20:1,6346219,5649409.5,7357751.5,6148466.5,7105616,5755469,6349709,2274388.75,3613402.75
12684_n,Taurocholic acid,146920.0156,555500.4375,189260.75,416686.6875,835600.5625,169261.6719,2450005.75,5623995,5411597
12686_n,BA 24:1;O4;T,146920.0156,0,42043.51172,216046.0781,441732.0313,174850.4219,1431808.375,1637793.625,1251816.5
12864_n,FA 36:8,0,47171.24609,45735,67381.80469,107457.7188,82910.99219,0,34052.79688,65161.22266
13034_n,LPE 22:6,182753552,220402080,249196352,187377360,142631520,187013296,222079616,88981096,143205856
13035_n,LPE 22:6,173920368,198171024,234097760,194433200,176253712,189030768,195460288,85687608,143695536
13037_n,LPE 22:6,167049728,215584592,240690960,187888240,170517040,183109584,216076304,78434880,137037376
13038_n,LPE 22:6,202192512,188046448,209296512,165659008,147583712,156523584,188358320,65378760,123754096
13039_n,LPE 22:6,164967152,212274368,239118416,185450272,167811264,180169616,212698624,86499008,137873744
13040_n,LPE 22:6,227256752,221422080,249540272,191310224,174188320,175394736,222160048,69878080,119237744
13108_n,SL 29:3;O|SL 15:2;O/14:1,35901036,33943912,42068432,31437752,30337214,30524376,35428104,18732482,22982744
13376_n,FA 36:1,1084173.5,1591366.875,912710.4375,715293.0625,272032.4063,322281.625,689693.625,241314.6094,79234.25781
13451_n,FA 36:0,0,0,82624.0625,0,0,11054.06836,0,0,0
13798_n,LPS 20:4,23072600,12902248,15753870,11391470,23295672,12033863,14709142,8207920.5,9712852
13799_n,BA 24:1;O5;G;S,20045408,10654672,16317904,14063436,22952436,11700239,13272282,5569022,9317233
13800_n,LPS 20:4,10906286,5472866,6004472.5,6126981.5,10231845,5258709.5,6618382.5,1647301.375,2019623
14046_n,FA 38:6,1945768.625,2313528,1933511.625,1677250.875,6132757,2851283.5,3849014.25,1489370.125,2605021
14116_n,FA 38:5,1417876,1268858.375,841663.8125,1461564.375,3733941,1594240,2051310.5,755704.5625,1463218.625
14729_n,LPS 22:6,12159924,9762062,12798520,10108196,11003228,8711706,9707713,4596034.5,6129623
14730_n,LPS 22:6,12558879,11362856,13561840,11018608,12281437,7699740,11674673,4203725.5,7826048.5
14731_n,LPS 22:6,5506644.5,4227108.5,4673940,4206879,5227368,4084741,5077147.5,2020753.375,3274923.75
14863_n,LPA 28:2,29334596,24809962,30523162,22871812,24819636,28923574,25917604,19546614,21513366
14864_n,LPA 28:2,29246168,24808808,31957898,23300914,27375552,26163406,25765888,19765106,19183526
14867_n,FA 40:9,4116354,3300153.25,2618223.75,3111553.25,11233173,5198615.5,6323764.5,2749829.5,4879209.5
14868_n,FA 40:9,6827671,5656168,4635922,5089985.5,17625604,8617762,10656009,4704332.5,7129873
14889_n,SL 32:0;O|SL 17:0;O/15:0,2612322.5,4547756,4419551.5,1959145.75,3860774.75,3256404.75,4035658.5,2592255.75,3920299
14890_n,SL 32:0;O|SL 17:0;O/15:0,3215766.25,4403812.5,4124534.5,2234698.75,3347272.25,2979765.5,3777643,1997235.75,3624705.5
14891_n,SL 32:0;O|SL 17:0;O/15:0,2827006.75,4471665.5,4212785.5,2006210.625,4677436,3309627.75,4157921.75,2114019.5,3495778.75
14910_n,FA 40:8,8793011,7212554.5,5713782,6719498,25576538,11926676,15361487,6816774.5,12036908
14911_n,FA 40:8,7861340,7046478,5562766,6770630.5,24804352,11669662,14968148,6638021.5,11732721
14951_n,FA 40:7,9815762,8317851.5,6518645.5,8843102,28153986,12220238,14851163,7274892.5,12983070
14952_n,FA 40:7,9936507,9715780,7840550.5,8802292,26892400,14062993,17518122,6555676,13988704
14982_n,FA 40:6,5588147.5,4632034,4241668,4955948.5,15902271,6934624,8192706.5,3594271.25,6990775.5
14983_n,FA 40:6,5974049.5,4964502,4469000.5,4975916,15733078,7050766,8232952.5,3644079.75,7061720.5
15022_n,FA 40:5,62944336,73622704,63570908,83082768,62423524,67067340,75103480,71103904,66208808
15024_n,FA 40:5,82753544,56440972,84368024,90910200,66532596,89317960,65433848,87714272,82885392
15134_n,SL 33:0;O|SL 17:0;O/16:0,1584894.625,3516197.25,3368446.75,1464580.5,1094099.375,1851191.75,3149481,1322759.75,2520155.75
15208_n,CerP 33:6;O2,33385924,45343004,41408964,39075980,44346076,52395804,39558032,23734528,37094656
15355_n,SL 33:1;O2|SL 17:0;O/16:1;O,1157659.875,1783537,1748783.375,812396,790748.1875,1033295.125,1385288,860213.4375,1064009.5
15376_n,SL 33:0;O2|SL 17:0;O/16:0;O,1143992.75,3635383,3220218.75,1097203,1548466.75,1344036.5,2176012.25,597965,1606904.75
15377_n,SL 33:0;O2|SL 17:0;O/16:0;O,1162833.875,3067711.25,2617231.25,1218887.75,1527772.75,1871295.25,1858529,1098695.375,2675885.5
15466_n,FA 42:5,101700224,61321644,78417920,88388256,78707928,83154008,71879112,101957936,90542760
15467_n,FA 42:5,57108796,61758220,79336680,89179232,59328032,74603008,79464616,66841472,66139036
15469_n,FA 42:5,12762625,8341654.5,5690749,6789330.5,6805227.5,8887288,7628913,14223745,11860393
15594_n,SL 34:0;O2|SL 17:0;O/17:0;O,524298.125,1195533.75,893002.875,272254.5,442546.8438,525160.3125,928701.75,225440.8438,509539.625
15607_n,LPI 20:4,39011232,16976596,26342848,17623844,17256392,15931907,19588876,16329894,11036024
15608_n,LPI 20:4,28748318,15896983,22415210,12020092,12415549,14193472,13071400,12938773,7727409
15610_n,LPI 20:4,24304678,16934904,18351522,12075811,13788846,9905154,13213645,9004801,8108299.5
15740_n,FA 44:10,5026648,3137683,4151824.25,4854943,11195778,10155227,7626859.5,9810202,5100158.5
15742_n,FA 44:10,4996054,2871281.5,4500345,5275520.5,12609262,8298097.5,7427110,8568418,4450649
15889_n,FA 44:5,18157610,21507076,32110320,32196442,22008988,29152848,29453234,23238716,23070224
16753_n,PE O-34:3|PE O-16:1_18:2,8320750.5,6073717,7453622.5,5093524,5503647,5138538.5,4850935.5,4877285.5,4060734
16754_n,PE O-34:3|PE O-16:1_18:2,4700299,6243341,7066962,5296639.5,5111070,5021146.5,4482041,4959424.5,3858541.25
16787_n,PE O-34:2|PE O-16:0_18:2,5113718,8653106,17083198,6661703,6937128.5,7296343,8262776,7802874,5972374
16788_n,PE O-34:2|PE O-16:1_18:1,6109114,7688538.5,9619412,6137261.5,6405876.5,7061799.5,6833554,6495319,5421041.5
16808_n,PE O-34:1|PE O-16:0_18:1,3820822,5669450.5,8069669,4959522.5,5214813,6891416,7580969.5,5535009,5044926
16829_n,PE O-34:0|PE O-18:0_16:0,1106147.5,1806841,2476344,1958312.75,1998553.375,2887255,2358762.5,2027366.75,2571249.25
16830_n,PE O-34:0|PE O-18:0_16:0,1106147.5,1958000.375,2538004.5,1665467.25,2031037.25,2183745.5,2541807.25,2027366.75,2252755.5
16880_n,PE 33:1(d7)|PE 15:0_18:1(d7),6038938,5715962,7088284,4588663.5,6316936,6276854.5,6471634.5,6348007.5,4883177
16949_n,PE 34:2|PE 16:0_18:2,18054856,21988986,22166630,18689004,39821088,28900108,31327242,12438740,27719352
16950_n,LPE-N (FA)34:2|LPE-N (FA 16:0)18:2,862361.875,995220.5625,1137069.375,827331.125,1057192.75,869878.25,1065347.75,612647.0625,770808.125
16963_n,PE 34:1|PE 16:0_18:1,6152209.5,5431613,6421753,5984616,10935031,8969989,8999888,3735293.25,7253419.5
17051_n,PE O-36:5|PE O-16:1_20:4,33462982,37445648,51217688,33356726,28157690,26816940,27626694,27404308,20532122
17072_n,PE O-36:4|PE O-16:0_20:4,9640058,11466619,13691426,8311372.5,8065878,7953793,10052834,7711860,6097654
17073_n,PE O-36:4|PE O-16:0_20:4,7987197,11219003,11681305,8418977,9298210,8880302,10903743,9378750,8596942
17099_n,PE O-36:3|PE O-18:1_18:2,18434310,22649654,29966510,21698412,27086964,23843234,25539764,22954398,22125744
17123_n,PE O-36:2|PE O-18:1_18:1,32751464,47672560,64525836,47339372,54552640,55992300,63122700,50799064,49586376
17124_n,PE O-36:2|PE O-18:0_18:2,24966760,37638868,51124156,37602192,41577900,43484996,50143552,38959032,38767840
17149_n,PE O-36:1|PE O-18:0_18:1,19725236,29967140,41422176,29841640,34297660,40098448,44002620,34634916,33312750
17228_n,PE 36:4|PE 16:0_20:4,13172433,20736952,19113862,14222316,26048534,25219094,26863706,10501262,26486924
17229_n,PE 36:4|PE 18:2_18:2,15276850,22813210,21945706,16764973,32574652,28518330,31041736,11299117,29222946
17230_n,PE 36:4|PE 18:2_18:2,22012688,22810918,21781464,16642012,32560024,28483830,30920200,11785839,29378592
17231_n,CL 74:7|CL 17:0_17:0_18:2_22:5,1134748.75,1507945.75,1825894.375,1256012.125,1363609.375,1278633.5,1317575.5,778361.75,1492146.375
17232_n,LPE-N (FA)36:4|LPE-N (FA 16:0)20:4,978408.25,1531625.5,1799094,1302535.25,1359230.625,1217293.75,1365026,762164.75,939124.25
17254_n,PE 36:3|PE 18:1_18:2,25693596,31383012,32828682,27718858,75050744,46386208,48909308,18367502,36946276
17255_n,LPE-N (FA)36:3|LPE-N (FA 18:1)18:2,967914.0625,1141905.125,1539694,1194883.375,1448617.875,1188634.375,1623201.625,745333.625,1020798.188
17256_n,PE O-37:3|PE O-19:0_18:3,9582920,8044073.5,9773025,6830293,8768208,8747748,9362062,8781497,7150463
17268_n,LPE-N (FA)36:2|LPE-N (FA 18:0)18:2,5250764.5,5066382,7844535,5963830.5,3822812,5811349,7465000.5,3902434.25,5649375
17269_n,PE 36:2|PE 18:0_18:2,132422416,137652400,159276704,122018264,311553312,175969568,182094864,78331024,137459312
17270_n,LPE-N (FA)36:2|LPE-N (FA 18:0)18:2,5250764.5,3691201.5,7758252.5,5689112,6829170.5,8141784.5,4980448,3446150,4437982
17271_n,CL 74:3|CL 16:0_16:0_24:0_18:3,9394629,5566646.5,7620367.5,5952343,6986138.5,8178016,9865593,3828196.25,4875749.5
17283_n,DGGA 32:0|DGGA 16:0_16:0,1994919.125,2339720.25,2603291.5,1612883.125,3028027.75,2886182,1387173.875,1022360.25,1721060.25
17296_n,LPE-N (FA)36:1|LPE-N (FA 18:0)18:1,21581406,20723714,9818337,19967306,45192368,5057114,12208144,13929172,4327772
17297_n,PE 36:1|PE 18:0_18:1,20812162,21538318,25964754,22150504,51921688,37696252,36819808,16885326,25916188
17299_n,LPE-N (FA)36:1|LPE-N (FA 18:0)18:1,4824066,5352441.5,3673820.5,4296730.5,3605702.25,4168582,3729339.75,3509898,4673719.5
17314_n,PG 34:2|PG 16:0_18:2,3514411.5,4404301,4897523,3518287,9603396,5886877.5,5429348,1902468,4623396
17317_n,CL 74:0|CL 16:0_16:0_16:0_26:0,919296.375,1404817,1016725.563,685903.125,697431.125,710879.9375,986052.625,291637.7813,700656.0625
17322_n,PE O-38:7|PE O-16:1_22:6,59354164,75835008,98884808,60994556,60402128,72606504,66027532,62263256,43293708
17342_n,PE O-38:6|PE O-18:1_20:5,26011334,25172050,30453452,23050482,18528812,27980110,23624746,27952848,18619964
17343_n,PE O-38:6|PE O-18:2_20:4,44465188,61046456,75642336,49204528,45095148,57456364,66256996,57564992,37258220
17344_n,PE O-38:6|PE O-16:0_22:6,44623596,61438308,77602608,49858852,46340916,58040356,66682832,59124816,37644432
17345_n,PE O-38:6|PE O-16:1_22:5,44626992,60826708,76418728,48679032,45595288,58076252,65507744,59863012,38595792
17369_n,PE O-38:5|PE O-16:0_22:5,10022604,14360667,17749796,10633432,15675501,14060131,18225964,16104026,10772588
17370_n,PE O-38:5|PE O-16:0_22:5,13547316,22870276,31514598,12246725,20805744,16944472,28944940,14818330,10584163
17371_n,PE O-38:5|PE O-16:1_22:4,61906832,75088344,105216968,72073064,79086416,69031672,74526344,70555352,58496560
17372_n,PE O-38:5|PE O-18:1_20:4,69145304,75531656,105426672,76038240,79456400,73889192,71562624,77709112,62179696
17373_n,PE O-38:5|PE O-18:0_20:5,12031902,16544458,20124312,13470616,15190697,14880972,18896382,13197499,10425056
17403_n,SHexCer 32:0;O2,1995289.875,1497815.75,3784853,4225537,8639850,4499282,3763537.25,1819791.5,2960338.75
17408_n,PE O-38:4|PE O-18:0_20:4,61115072,87503496,117184120,79624968,88329528,87003640,99378144,86673448,71095208
17409_n,PE O-38:4|PE O-16:0_22:4,88483328,84530640,112709456,75930200,84210192,82783408,86968624,81390352,65799644
17426_n,PS 33:1(d7)|PS 15:0_18:1(d7),5145701,5162074,5625570,3753084.25,5229875.5,5137230,5217835,4564280,4297121
17434_n,PE O-38:3|PE O-20:1_18:2,9484794,12122609,17898044,13119188,16784320,17866074,19169040,15934316,15617211
17435_n,PE O-38:3|PE O-18:0_20:3,7165457.5,9221680,13560892,10051075,13385471,13517994,14781100,12163958,12115262
17436_n,PE O-38:3|PE O-18:0_20:3,7608401,11101473,16632514,11509938,15509541,15376068,17542950,13586633,13592609
17450_n,PE O-38:2|PE O-20:1_18:1,16361559,22601114,36075628,25437326,27648266,30235736,33905172,27477502,26093790
17451_n,PE O-38:2|PE O-20:0_18:2,16303766,22598440,35953104,25318484,27540530,30242502,33953132,27345216,25948670
17460_n,PE O-38:1|PE O-20:0_18:1,10751997,14556291,23147034,16541921,18952696,21730974,23731252,19292896,17736990
17507_n,PE 38:6|PE 18:2_20:4,25648350,38241128,33308292,26767880,38081416,47399008,43843564,18077918,41230348
17508_n,PE 38:6|PE 16:0_22:6,21684442,35393912,30072658,24207524,33726616,44049764,40441088,16651918,38791112
17515_n,PE O-39:6|PE O-19:2_20:4,1697829.875,1313351.625,1907508.375,2025734.25,2636086.75,2017680.75,2946779.25,1521601,2011640.875
17533_n,PE 38:5|PE 18:1_20:4,23388596,34598136,33824336,22127948,51155264,42196796,44562568,16286863,39791988
17534_n,PE 38:5|PE 16:0_22:5,22513036,33555632,33060492,20658744,50207916,40811308,43425596,15907335,38403444
17535_n,LPE-N (FA)38:5|LPE-N (FA 18:1)20:4,657733.875,1011243.75,1232042.625,836745.0625,839801,727151.8125,854971.375,472089.9688,563593.75
17539_n,PE O-39:5|PE O-19:1_20:4,951495.125,1326222.875,1862956.875,1191769.75,1475501.5,1353344.5,1613886,1389360,1157542.875
17561_n,LPE-N (FA)38:4|LPE-N (FA 18:0)20:4,3649113,7738885,3829510.25,3453253.75,8909058,6856057,8316077,1398208.875,6488869.5
17562_n,PE 38:4|PE 18:0_20:4,79696008,105041672,116788960,84832600,138490800,112785912,123754080,58764024,109500896
17563_n,LPE-N (FA)38:4|LPE-N (FA 18:0)20:4,885078.5625,3328588.25,3217416.25,2520856,3388717.5,2199272.25,3471464.75,1518636.375,2716082.5
17566_n,PE O-39:4|PE O-19:0_20:4,1314642.125,2190526.25,3072133.25,1941631.25,2177043.25,2315559.5,2513771.25,2159459.75,1671346.125
17583_n,PE 37:4;O|PE 20:3_17:1;O,2207335.25,1690864.625,1632283.625,2187032.25,1717621.25,1659739.625,1357963.125,1488155.375,1516184
17584_n,CL 78:5|CL 24:0_18:1_18:2_18:2,1485108.75,934217.1875,1760565,1140756.5,2067568.625,1301393.375,1429727.5,732969.1875,895730.375
17585_n,CL 78:5|CL 24:0_18:1_18:2_18:2,1302286.625,1023250.875,1835392.75,1161032.5,2116599.75,1130192.5,1453698.5,870890.625,764092.625
17586_n,PE 38:3|PE 18:0_20:3,6721458.5,10126483,11560868,8369564,18194526,13278097,14349465,5829676,12556276
17596_n,CL 78:4|CL 24:0_18:1_18:1_18:2,724036.6875,857361.5625,754582.5625,853112.6875,1015869.938,921807.3125,804931.6875,497074.6875,521061.2188
17603_n,CL 78:3|CL 18:0_24:0_18:1_18:2,566597.8125,1323636.875,894634.6875,1279854.875,980097.25,2161252.75,1618523,1015384.313,1615861.125
17604_n,PE 38:2|PE 20:0_18:2,2534562.5,3145390,3064802,2489655,5182032.5,3927898,3686880.25,1390033.875,2438444.25
17605_n,CL 78:3|CL 18:0_24:0_18:1_18:2,5300556.5,6820883,7690837,4898501.5,6360369,4850485.5,5198452.5,3045287.5,2903935.25
17606_n,PE 38:2|PE 18:0_20:2,4175430,9486374,11569410,4857967,6447548,4715085.5,4533576.5,4068531,3217713.75
17607_n,PE 38:2|PE 18:0_20:2,2486335,3005813,2994122.5,2473839.5,5173496.5,3931123.25,3685111,1424853.125,2510912
17620_n,PG 36:3|PG 18:1_18:2,1633188,1971903.75,1987072.75,1602488.125,4430345,2404558.5,2186875.5,853643,1805685.75
17622_n,CL 78:2|CL 18:0_18:0_24:0_18:2,653976.875,888932.75,794565.6875,684978.3125,710106.125,1131195.5,574386.6875,605232.5,981675.125
17625_n,CL 78:2|CL 18:0_18:0_24:0_18:2,2588375.5,2281378.75,2651624.25,2689188,3597842.5,2074818.25,2346766,1745369.875,1542845.25
17626_n,CL 78:2|CL 18:0_18:0_24:0_18:2,2675484.5,2393171.75,2655068.25,2703200.5,3258249.25,2105141.25,2918816.75,1754468.375,834648.6875
17634_n,PE O-40:8|PE O-18:2_22:6,11905514,13685520,16216832,11031244,11014628,12361581,12210875,11720525,8975155
17638_n,PE 38:1|PE 18:0_20:1,2337090.75,1487561,1419341.5,1495725.875,1962970.25,2486507.75,1696337,584737.4375,1997869.875
17639_n,CL 78:1|CL 18:0_18:0_24:0_18:1,751910.4375,1478304.875,1469392,936419.25,1671554.75,1730648.625,2106734.25,1292775.25,1253431.375
17640_n,PE 38:1|PE 18:0_20:1,1064922.25,1559133.375,1722759.875,1226253.875,2109435.75,1870905.625,1825661.875,690410.25,1143604.25
17641_n,PE O-39:1|PE O-21:0_18:1,840289.5,587827.625,561989.1875,491788.125,381578,543977.8125,300338.8125,661583.625,457673.9063
17653_n,PG 36:2|PG 18:0_18:2,11065687,11782652,12988722,9559445,17084034,11492488,11108349,7757091,9589845
17654_n,CL 78:0|CL 18:0_18:0_18:0_24:0,12478884,12355604,14219315,11995288,8433567,9552008,9432650,10216895,7827514.5
17658_n,PE 36:2;O2|PE 18:2_18:0;O2,12913133,15233654,16898154,13826062,22549594,15845957,15479620,6888893.5,13057693
17659_n,PE O-40:7|PE O-18:1_22:6,73196232,98679904,116833856,75889040,92935984,104424440,97576288,94448488,71005992
17660_n,PE O-40:7|PE O-18:1_22:6,5451490,12482377,17544646,7027393,15862059,7748074,17100052,7240350,6264603
17670_n,PG 36:1|PG 18:0_18:1,27042644,77348744,87514896,31755450,44955208,40592992,46236292,34538184,27484090
17673_n,SHexCer 34:2;O2,1240165.25,1593927.625,1562953.875,1144636,973465.625,897252.8125,920881,733249,504938.7813
17674_n,SHexCer 34:2;O2,645864.6875,472643.2813,1289540.25,1252102.75,4493499,2073190.125,1930091,811819.75,1172227.875
17676_n,PE O-40:6|PE O-18:0_22:6,85573880,135500752,159160768,102828992,124843328,146870208,161947840,151579696,108199072
17677_n,PE O-40:6|PE O-18:1_22:5,85690424,135643600,157661792,103009200,124582720,146219984,162205008,151711072,108318752
17687_n,PE-Cer 42:6;O2|PE-Cer 20:1;O2/22:5,42471860,68235744,80758808,52370728,62821008,74352496,82410768,77438384,54662448
17691_n,SHexCer 34:1;O2,3850342,3539934.75,6367682.5,6265029,21880442,15217092,12408609,6172688,7962465
17694_n,PE O-40:5|PE O-18:0_22:5,9113650,16788650,18516280,12145025,15071909,16914900,19741422,16514042,12644063
17696_n,PE O-40:5|PE O-18:1_22:4,34872140,41358436,57401396,43863760,47539016,52411660,49227392,51492416,42204944
17697_n,PE O-40:5|PE O-20:1_20:4,49279688,65733720,85793232,61846632,74645904,78104520,82070760,74915232,65165184
17698_n,PE O-40:5|PE O-18:0_22:5,31673126,44458560,53553840,39330304,50775088,54044368,61038324,51217820,46366852
17715_n,SHexCer 34:0;O2,3374897,3923870,5464730.5,4600635.5,14782103,10837582,8816710,4659004,7216375
